,Pasture,Month,Day,Year,Ecosite,Treatment,CPNM,Biomass,Stdev,Date2,PastureID,CPNM2
316,17S,8,5,2014,Salt Flats,AGM,FORB,113.0875,100.1793532,08/05/2014,19,FRB3
324,17S,8,5,2014,Sandy,AGM,FORB,44.2,61.94255403,08/05/2014,19,FRB3
309,17S,8,5,2014,Loamy,AGM,SD,107.575,65.93770735,08/05/2014,19,SD
325,17S,8,5,2014,Sandy,AGM,SD,606.6875,762.6323412,08/05/2014,19,SD
357,17S,8,5,2014,Salt Flats,AGM,SD,368.4625,126.6251468,08/05/2014,19,SD
310,17S,8,5,2014,Loamy,AGM,SS,64.175,90.75715537,08/05/2014,19,SSHB
326,17S,8,5,2014,Sandy,AGM,SS,307.375,434.6938937,08/05/2014,19,SSHB
358,17S,8,5,2014,Salt Flats,AGM,SS,0,0,08/05/2014,19,SSHB
311,17S,8,5,2014,Loamy,AGM,VUOC,251.8625,305.0281877,08/05/2014,19,VUOC
359,17S,8,5,2014,Salt Flats,AGM,VUOC,49.05,34.71894296,08/05/2014,19,VUOC
448,17S,8,5,2014,Sandy,AGM,VUOC,51.4,63.74567632,08/05/2014,19,VUOC
312,17S,8,5,2014,Loamy,AGM,WSPG,93.5875,36.99936233,08/05/2014,19,WSPG
320,17S,8,5,2014,Salt Flats,AGM,WSPG,438.6875,252.2073112,08/05/2014,19,WSPG
449,17S,8,5,2014,Sandy,AGM,WSPG,65.325,15.69777054,08/05/2014,19,WSPG
334,17S,8,5,2015,Loamy,AGM,BOBU,518.875,7.88424061,08/05/2015,19,BOBU
342,17S,8,5,2015,Salt Flats,AGM,BOBU,252.2,25.03158005,08/05/2015,19,BOBU
350,17S,8,5,2015,Sandy,AGM,BOBU,526.6875,705.2859812,08/05/2015,19,BOBU
335,17S,8,5,2015,Loamy,AGM,C3PG,301.95,224.1528496,08/05/2015,19,CSPG
343,17S,8,5,2015,Salt Flats,AGM,C3PG,800.3,122.7537372,08/05/2015,19,CSPG
351,17S,8,5,2015,Sandy,AGM,C3PG,1052.8625,1364.839831,08/05/2015,19,CSPG
337,17S,8,5,2015,Loamy,AGM,FORB,53.7625,0.654073773,08/05/2015,19,FRB3
345,17S,8,5,2015,Salt Flats,AGM,FORB,60.8875,13.8062599,08/05/2015,19,FRB3
353,17S,8,5,2015,Sandy,AGM,FORB,39.9,9.793428919,08/05/2015,19,FRB3
338,17S,8,5,2015,Loamy,AGM,SD,0,0,08/05/2015,19,SD
346,17S,8,5,2015,Salt Flats,AGM,SD,292.5,32.52691193,08/05/2015,19,SD
354,17S,8,5,2015,Sandy,AGM,SD,213.475,213.4048266,08/05/2015,19,SD
339,17S,8,5,2015,Loamy,AGM,SS,0,0,08/05/2015,19,SSHB
347,17S,8,5,2015,Salt Flats,AGM,SS,75.8125,107.2150657,08/05/2015,19,SSHB
355,17S,8,5,2015,Sandy,AGM,SS,0,0,08/05/2015,19,SSHB
340,17S,8,5,2015,Loamy,AGM,VUOC,54.7,9.970205615,08/05/2015,19,VUOC
348,17S,8,5,2015,Salt Flats,AGM,VUOC,30.55,43.20422433,08/05/2015,19,VUOC
356,17S,8,5,2015,Sandy,AGM,VUOC,8,11.3137085,08/05/2015,19,VUOC
341,17S,8,5,2015,Loamy,AGM,WSPG,113.9125,17.80141322,08/05/2015,19,WSPG
349,17S,8,5,2015,Salt Flats,AGM,WSPG,371.7625,17.87212389,08/05/2015,19,WSPG
478,17S,8,5,2015,Sandy,AGM,WSPG,28.325,40.05759915,08/05/2015,19,WSPG
363,17S,8,5,2016,Loamy,AGM,BOBU,207.2125,37.10542834,08/05/2016,19,BOBU
371,17S,8,5,2016,Salt Flats,AGM,BOBU,70.0625,42.76228259,08/05/2016,19,BOBU
379,17S,8,5,2016,Sandy,AGM,BOBU,126.6125,127.473675,08/05/2016,19,BOBU
364,17S,8,5,2016,Loamy,AGM,C3PG,126.55,65.19524523,08/05/2016,19,CSPG
372,17S,8,5,2016,Salt Flats,AGM,C3PG,337.2166667,5.491862667,08/05/2016,19,CSPG
380,17S,8,5,2016,Sandy,AGM,C3PG,783.95,845.7350656,08/05/2016,19,CSPG
366,17S,8,5,2016,Loamy,AGM,FORB,5.0625,1.467246571,08/05/2016,19,FRB3
374,17S,8,5,2016,Salt Flats,AGM,FORB,33.11666667,19.916841,08/05/2016,19,FRB3
382,17S,8,5,2016,Sandy,AGM,FORB,81.475,41.01219331,08/05/2016,19,FRB3
367,17S,8,5,2016,Loamy,AGM,SD,55.5,16.44023266,08/05/2016,19,SD
375,17S,8,5,2016,Salt Flats,AGM,SD,225.0333333,151.3679916,08/05/2016,19,SD
383,17S,8,5,2016,Sandy,AGM,SD,97.4,52.14912511,08/05/2016,19,SD
368,17S,8,5,2016,Loamy,AGM,SS,0,0,08/05/2016,19,SSHB
376,17S,8,5,2016,Salt Flats,AGM,SS,0,0,08/05/2016,19,SSHB
384,17S,8,5,2016,Sandy,AGM,SS,0,0,08/05/2016,19,SSHB
369,17S,8,5,2016,Loamy,AGM,VUOC,399.825,182.5749709,08/05/2016,19,VUOC
377,17S,8,5,2016,Salt Flats,AGM,VUOC,21.99166667,14.36605277,08/05/2016,19,VUOC
385,17S,8,5,2016,Sandy,AGM,VUOC,38.3375,35.97405749,08/05/2016,19,VUOC
370,17S,8,5,2016,Loamy,AGM,WSPG,35.45,21.99102089,08/05/2016,19,WSPG
378,17S,8,5,2016,Salt Flats,AGM,WSPG,665.45,146.7246571,08/05/2016,19,WSPG
386,17S,8,5,2016,Sandy,AGM,WSPG,4.0375,5.709887258,08/05/2016,19,WSPG
290,17S,8,5,2017,Loamy,AGM,BOBU,632.45,267.4277846,08/05/2017,19,BOBU
401,17S,8,5,2017,Salt Flats,AGM,BOBU,194.9375,128.6050458,08/05/2017,19,BOBU
409,17S,8,5,2017,Sandy,AGM,BOBU,231.9333333,253.6627726,08/05/2017,19,BOBU
292,17S,8,5,2017,Loamy,AGM,C3PG,180.7125,80.09752064,08/05/2017,19,CSPG
402,17S,8,5,2017,Salt Flats,AGM,C3PG,999.4875,307.7859042,08/05/2017,19,CSPG
410,17S,8,5,2017,Sandy,AGM,C3PG,1265.320833,1657.947377,08/05/2017,19,CSPG
396,17S,8,5,2017,Loamy,AGM,FORB,81.6625,30.42326926,08/05/2017,19,FRB3
404,17S,8,5,2017,Salt Flats,AGM,FORB,227.0625,66.4857151,08/05/2017,19,FRB3
412,17S,8,5,2017,Sandy,AGM,FORB,32.6625,7.548364889,08/05/2017,19,FRB3
397,17S,8,5,2017,Loamy,AGM,SD,216.775,62.61430547,08/05/2017,19,SD
405,17S,8,5,2017,Salt Flats,AGM,SD,702.95,329.087496,08/05/2017,19,SD
413,17S,8,5,2017,Sandy,AGM,SD,629.4458333,723.1168572,08/05/2017,19,SD
398,17S,8,5,2017,Loamy,AGM,SS,0,0,08/05/2017,19,SSHB
406,17S,8,5,2017,Salt Flats,AGM,SS,0,0,08/05/2017,19,SSHB
414,17S,8,5,2017,Sandy,AGM,SS,0,0,08/05/2017,19,SSHB
399,17S,8,5,2017,Loamy,AGM,VUOC,3.9375,2.987526151,08/05/2017,19,VUOC
407,17S,8,5,2017,Salt Flats,AGM,VUOC,0,0,08/05/2017,19,VUOC
415,17S,8,5,2017,Sandy,AGM,VUOC,2.0875,2.952170811,08/05/2017,19,VUOC
400,17S,8,5,2017,Loamy,AGM,WSPG,74.3375,82.11277497,08/05/2017,19,WSPG
408,17S,8,5,2017,Salt Flats,AGM,WSPG,565.7125,4.472450391,08/05/2017,19,WSPG
416,17S,8,5,2017,Sandy,AGM,WSPG,39.46666667,51.99591864,08/05/2017,19,WSPG
302,17S,8,5,2018,Loamy,AGM,BOBU,262.825,43.48706704,08/05/2018,19,BOBU
431,17S,8,5,2018,Salt Flats,AGM,BOBU,144.7125,34.13557986,08/05/2018,19,BOBU
439,17S,8,5,2018,Sandy,AGM,BOBU,248.85,294.2978423,08/05/2018,19,BOBU
424,17S,8,5,2018,Loamy,AGM,C3PG,202.85,264.7761342,08/05/2018,19,CSPG
432,17S,8,5,2018,Salt Flats,AGM,C3PG,675.3625,174.9558953,08/05/2018,19,CSPG
440,17S,8,5,2018,Sandy,AGM,C3PG,775.7625,784.8001388,08/05/2018,19,CSPG
426,17S,8,5,2018,Loamy,AGM,FORB,72.85,93.16131842,08/05/2018,19,FRB3
434,17S,8,5,2018,Salt Flats,AGM,FORB,102.9375,129.9839041,08/05/2018,19,FRB3
442,17S,8,5,2018,Sandy,AGM,FORB,48.775,36.06244584,08/05/2018,19,FRB3
387,17S,8,5,2018,Loamy,AGM,SD,226.8375,205.2907762,08/05/2018,19,SD
435,17S,8,5,2018,Salt Flats,AGM,SD,508.475,178.8626603,08/05/2018,19,SD
443,17S,8,5,2018,Sandy,AGM,SD,283.625,203.0457122,08/05/2018,19,SD
388,17S,8,5,2018,Loamy,AGM,SS,0,0,08/05/2018,19,SSHB
436,17S,8,5,2018,Salt Flats,AGM,SS,28.125,39.77475644,08/05/2018,19,SSHB
444,17S,8,5,2018,Sandy,AGM,SS,0,0,08/05/2018,19,SSHB
389,17S,8,5,2018,Loamy,AGM,VUOC,256.7375,76.10236733,08/05/2018,19,VUOC
437,17S,8,5,2018,Salt Flats,AGM,VUOC,7.125,6.293250353,08/05/2018,19,VUOC
445,17S,8,5,2018,Sandy,AGM,VUOC,36.0625,25.1199684,08/05/2018,19,VUOC
430,17S,8,5,2018,Loamy,AGM,WSPG,95.9375,109.7960054,08/05/2018,19,WSPG
438,17S,8,5,2018,Salt Flats,AGM,WSPG,603.8625,295.3408248,08/05/2018,19,WSPG
446,17S,8,5,2018,Sandy,AGM,WSPG,33.575,20.64751801,08/05/2018,19,WSPG
331,17S,8,5,2019,Loamy,AGM,BOBU,376.2125,121.1450693,08/05/2019,19,BOBU
420,17S,8,5,2019,Salt Flats,AGM,BOBU,118.025,14.8492424,08/05/2019,19,BOBU
428,17S,8,5,2019,Sandy,AGM,BOBU,216.2,223.0568341,08/05/2019,19,BOBU
421,17S,8,5,2019,Salt Flats,AGM,C3PG,1236.625,421.789195,08/05/2019,19,CSPG
429,17S,8,5,2019,Sandy,AGM,C3PG,586.725,491.6159896,08/05/2019,19,CSPG
453,17S,8,5,2019,Loamy,AGM,C3PG,358.2375,233.5043368,08/05/2019,19,CSPG
423,17S,8,5,2019,Salt Flats,AGM,FORB,298.05,167.3721751,08/05/2019,19,FRB3
455,17S,8,5,2019,Loamy,AGM,FORB,449.2875,106.9675783,08/05/2019,19,FRB3
471,17S,8,5,2019,Sandy,AGM,FORB,1171.45,162.0688742,08/05/2019,19,FRB3
456,17S,8,5,2019,Loamy,AGM,SD,9.1,4.171930009,08/05/2019,19,SD
464,17S,8,5,2019,Salt Flats,AGM,SD,5.5875,0.830850468,08/05/2019,19,SD
472,17S,8,5,2019,Sandy,AGM,SD,5.95,2.545584412,08/05/2019,19,SD
417,17S,8,5,2019,Loamy,AGM,SS,0,0,08/05/2019,19,SSHB
465,17S,8,5,2019,Salt Flats,AGM,SS,132.5875,131.8223817,08/05/2019,19,SSHB
473,17S,8,5,2019,Sandy,AGM,SS,0,0,08/05/2019,19,SSHB
418,17S,8,5,2019,Loamy,AGM,VUOC,35.1125,15.85686957,08/05/2019,19,VUOC
466,17S,8,5,2019,Salt Flats,AGM,VUOC,1.45,1.555634919,08/05/2019,19,VUOC
474,17S,8,5,2019,Sandy,AGM,VUOC,19.4,19.41008114,08/05/2019,19,VUOC
427,17S,8,5,2019,Salt Flats,AGM,WSPG,412.0625,108.9828327,08/05/2019,19,WSPG
459,17S,8,5,2019,Loamy,AGM,WSPG,67.8375,7.654430906,08/05/2019,19,WSPG
475,17S,8,5,2019,Sandy,AGM,WSPG,54.0125,37.84789046,08/05/2019,19,WSPG
360,17S,8,5,2020,Loamy,AGM,BOBU,172.625,94.54017664,08/05/2020,19,BOBU
457,17S,8,5,2020,Sandy,AGM,BOBU,92.4125,123.2663896,08/05/2020,19,BOBU
489,17S,8,5,2020,Salt Flats,AGM,BOBU,20.05,28.35498193,08/05/2020,19,BOBU
361,17S,8,5,2020,Loamy,AGM,C3PG,74.625,38.04234483,08/05/2020,19,CSPG
450,17S,8,5,2020,Salt Flats,AGM,C3PG,301.35,280.5446154,08/05/2020,19,CSPG
458,17S,8,5,2020,Sandy,AGM,C3PG,391.3875,361.7735069,08/05/2020,19,CSPG
452,17S,8,5,2020,Salt Flats,AGM,FORB,50.1375,59.27322593,08/05/2020,19,FRB3
460,17S,8,5,2020,Sandy,AGM,FORB,36.5125,40.7823836,08/05/2020,19,FRB3
484,17S,8,5,2020,Loamy,AGM,FORB,48.5875,35.54979342,08/05/2020,19,FRB3
461,17S,8,5,2020,Sandy,AGM,SD,161.7375,112.1294578,08/05/2020,19,SD
480,17S,8,5,2020,Salt Flats,AGM,SD,337.825,304.0559159,08/05/2020,19,SD
485,17S,8,5,2020,Loamy,AGM,SD,89.5625,7.230166838,08/05/2020,19,SD
462,17S,8,5,2020,Sandy,AGM,SS,0,0,08/05/2020,19,SSHB
481,17S,8,5,2020,Salt Flats,AGM,SS,25.675,36.30993321,08/05/2020,19,SSHB
486,17S,8,5,2020,Loamy,AGM,SS,0,0,08/05/2020,19,SSHB
447,17S,8,5,2020,Loamy,AGM,VUOC,0.1,0.141421356,08/05/2020,19,VUOC
463,17S,8,5,2020,Sandy,AGM,VUOC,0.2875,0.406586399,08/05/2020,19,VUOC
482,17S,8,5,2020,Salt Flats,AGM,VUOC,0,0,08/05/2020,19,VUOC
488,17S,8,5,2020,Loamy,AGM,WSPG,21.225,10.11162697,08/05/2020,19,WSPG
496,17S,8,5,2020,Salt Flats,AGM,WSPG,571.175,308.65211,08/05/2020,19,WSPG
503,17S,8,5,2020,Sandy,AGM,WSPG,27.0125,38.20144385,08/05/2020,19,WSPG
390,17S,8,5,2021,Loamy,AGM,BOBU,798.025,33.87041482,08/05/2021,19,BOBU
479,17S,8,5,2021,Salt Flats,AGM,BOBU,110.25,120.8445489,08/05/2021,19,BOBU
487,17S,8,5,2021,Sandy,AGM,BOBU,400.3625,548.4496972,08/05/2021,19,BOBU
391,17S,8,5,2021,Loamy,AGM,C3PG,399.7,183.7770524,08/05/2021,19,CSPG
467,17S,8,5,2021,Salt Flats,AGM,C3PG,1391.5375,376.4106173,08/05/2021,19,CSPG
501,17S,8,5,2021,Sandy,AGM,C3PG,548.0375,668.3042966,08/05/2021,19,CSPG
393,17S,8,5,2021,Loamy,AGM,FORB,828.425,809.8493965,08/05/2021,19,FRB3
469,17S,8,5,2021,Salt Flats,AGM,FORB,223.3125,113.7558034,08/05/2021,19,FRB3
490,17S,8,5,2021,Sandy,AGM,FORB,1467.5,255.0180606,08/05/2021,19,FRB3
394,17S,8,5,2021,Loamy,AGM,SD,40.975,32.20871388,08/05/2021,19,SD
491,17S,8,5,2021,Sandy,AGM,SD,25.7,21.49604615,08/05/2021,19,SD
493,17S,8,5,2021,Salt Flats,AGM,SD,244.2375,144.5149484,08/05/2021,19,SD
476,17S,8,5,2021,Loamy,AGM,SS,167.975,237.5525231,08/05/2021,19,SSHB
492,17S,8,5,2021,Sandy,AGM,SS,0,0,08/05/2021,19,SSHB
498,17S,8,5,2021,Salt Flats,AGM,SS,116.35,164.543748,08/05/2021,19,SSHB
477,17S,8,5,2021,Loamy,AGM,VUOC,95.6375,18.89742873,08/05/2021,19,VUOC
494,17S,8,5,2021,Sandy,AGM,VUOC,8.5,12.02081528,08/05/2021,19,VUOC
504,17S,8,5,2021,Salt Flats,AGM,VUOC,0,0,08/05/2021,19,VUOC
495,17S,8,5,2021,Sandy,AGM,WSPG,45.1,23.86485387,08/05/2021,19,WSPG
497,17S,8,5,2021,Loamy,AGM,WSPG,42.375,5.303300859,08/05/2021,19,WSPG
500,17S,8,5,2021,Salt Flats,AGM,WSPG,544.3125,168.5212236,08/05/2021,19,WSPG
513,18S,8,5,2013,Sandy,AGM,BOBU,313.09375,45.97829368,08/05/2013,16,BOBU
506,18S,8,5,2013,Sandy,AGM,C3PG,203.5,168.607378,08/05/2013,16,CSPG
516,18S,8,5,2013,Sandy,AGM,FORB,104.65625,156.7218228,08/05/2013,16,FRB3
545,18S,8,5,2013,Sandy,AGM,SD,173.49375,104.9971217,08/05/2013,16,SD
546,18S,8,5,2013,Sandy,AGM,SS,22.1,27.32469122,08/05/2013,16,SSHB
547,18S,8,5,2013,Sandy,AGM,VUOC,0,0,08/05/2013,16,VUOC
548,18S,8,5,2013,Sandy,AGM,WSPG,46.41875,59.24919963,08/05/2013,16,WSPG
530,18S,8,5,2014,Sandy,AGM,BOBU,410.8125,83.78469058,08/05/2014,16,BOBU
531,18S,8,5,2014,Sandy,AGM,C3PG,1239.39375,499.0991624,08/05/2014,16,CSPG
573,18S,8,5,2014,Sandy,AGM,FORB,137.0375,179.9201727,08/05/2014,16,FRB3
562,18S,8,5,2014,Sandy,AGM,SD,277.875,167.1325036,08/05/2014,16,SD
563,18S,8,5,2014,Sandy,AGM,SS,110.2375,66.76803595,08/05/2014,16,SSHB
564,18S,8,5,2014,Sandy,AGM,VUOC,53.08125,50.06016953,08/05/2014,16,VUOC
575,18S,8,5,2014,Sandy,AGM,WSPG,73.5,79.63858204,08/05/2014,16,WSPG
519,18S,8,5,2015,Sandy,AGM,BOBU,270.05,58.88019262,08/05/2015,16,BOBU
533,18S,8,5,2015,Sandy,AGM,C3PG,629.44375,133.6155186,08/05/2015,16,CSPG
522,18S,8,5,2015,Sandy,AGM,FORB,349.9375,323.9500916,08/05/2015,16,FRB3
551,18S,8,5,2015,Sandy,AGM,SD,134.75625,48.45354035,08/05/2015,16,SD
565,18S,8,5,2015,Sandy,AGM,SS,163.54375,131.8284655,08/05/2015,16,SSHB
566,18S,8,5,2015,Sandy,AGM,VUOC,12.475,24.95,08/05/2015,16,VUOC
554,18S,8,5,2015,Sandy,AGM,WSPG,159.06875,212.0517452,08/05/2015,16,WSPG
505,18S,8,5,2016,Sandy,AGM,BOBU,120.08125,22.90016717,08/05/2016,16,BOBU
508,18S,8,5,2016,Sandy,AGM,C3PG,826.44375,293.1742133,08/05/2016,16,CSPG
524,18S,8,5,2016,Sandy,AGM,FORB,33.2375,28.24076176,08/05/2016,16,FRB3
525,18S,8,5,2016,Sandy,AGM,SD,616.34375,124.3634616,08/05/2016,16,SD
526,18S,8,5,2016,Sandy,AGM,SS,75.55,93.51602135,08/05/2016,16,SSHB
514,18S,8,5,2016,Sandy,AGM,VUOC,36.6625,39.55381092,08/05/2016,16,VUOC
528,18S,8,5,2016,Sandy,AGM,WSPG,7.56875,8.739788685,08/05/2016,16,WSPG
510,18S,8,5,2017,Sandy,AGM,BOBU,161.7375,46.23206184,08/05/2017,16,BOBU
511,18S,8,5,2017,Sandy,AGM,C3PG,863.95,230.9153317,08/05/2017,16,CSPG
541,18S,8,5,2017,Sandy,AGM,FORB,192.13125,66.57422041,08/05/2017,16,FRB3
542,18S,8,5,2017,Sandy,AGM,SD,259.78125,107.6296861,08/05/2017,16,SD
543,18S,8,5,2017,Sandy,AGM,SS,300.775,348.6271396,08/05/2017,16,SSHB
544,18S,8,5,2017,Sandy,AGM,VUOC,0.48125,0.539048158,08/05/2017,16,VUOC
576,18S,8,5,2017,Sandy,AGM,WSPG,20.45625,25.49877754,08/05/2017,16,WSPG
527,18S,8,5,2018,Sandy,AGM,BOBU,67.1625,41.71303503,08/05/2018,16,BOBU
556,18S,8,5,2018,Sandy,AGM,C3PG,760.26875,168.4910648,08/05/2018,16,CSPG
558,18S,8,5,2018,Sandy,AGM,FORB,54.86875,46.78783841,08/05/2018,16,FRB3
568,18S,8,5,2018,Sandy,AGM,SD,151.775,50.60928357,08/05/2018,16,SD
572,18S,8,5,2018,Sandy,AGM,SS,92.13125,103.4542318,08/05/2018,16,SSHB
571,18S,8,5,2018,Sandy,AGM,VUOC,28.125,16.12403744,08/05/2018,16,VUOC
574,18S,8,5,2018,Sandy,AGM,WSPG,10.39375,9.212952273,08/05/2018,16,WSPG
529,18S,8,5,2019,Sandy,AGM,BOBU,98.6625,45.5193068,08/05/2019,16,BOBU
517,18S,8,5,2019,Sandy,AGM,C3PG,557.38125,136.062206,08/05/2019,16,CSPG
560,18S,8,5,2019,Sandy,AGM,FORB,996.10625,155.7119006,08/05/2019,16,FRB3
561,18S,8,5,2019,Sandy,AGM,SD,62.6625,30.25406653,08/05/2019,16,SD
549,18S,8,5,2019,Sandy,AGM,SS,33.225,35.51399959,08/05/2019,16,SSHB
550,18S,8,5,2019,Sandy,AGM,VUOC,35.8,60.79209104,08/05/2019,16,VUOC
567,18S,8,5,2019,Sandy,AGM,WSPG,52.1625,43.81872935,08/05/2019,16,WSPG
518,18S,8,5,2020,Sandy,AGM,BOBU,77.56875,30.8569507,08/05/2020,16,BOBU
507,18S,8,5,2020,Sandy,AGM,C3PG,345.675,133.0087732,08/05/2020,16,CSPG
521,18S,8,5,2020,Sandy,AGM,FORB,58.3125,33.84709182,08/05/2020,16,FRB3
509,18S,8,5,2020,Sandy,AGM,SD,111.68125,51.28566797,08/05/2020,16,SD
523,18S,8,5,2020,Sandy,AGM,SS,22.8625,32.91396297,08/05/2020,16,SSHB
552,18S,8,5,2020,Sandy,AGM,VUOC,0,0,08/05/2020,16,VUOC
553,18S,8,5,2020,Sandy,AGM,WSPG,11.1625,20.98174306,08/05/2020,16,WSPG
535,18S,8,5,2021,Sandy,AGM,BOBU,184.4375,107.0863213,08/05/2021,16,BOBU
536,18S,8,5,2021,Sandy,AGM,C3PG,773.29375,372.7314054,08/05/2021,16,CSPG
538,18S,8,5,2021,Sandy,AGM,FORB,694.64375,583.9331163,08/05/2021,16,FRB3
539,18S,8,5,2021,Sandy,AGM,SD,27.2875,15.07189023,08/05/2021,16,SD
555,18S,8,5,2021,Sandy,AGM,SS,18.775,37.55,08/05/2021,16,SSHB
569,18S,8,5,2021,Sandy,AGM,VUOC,62.30625,69.25021172,08/05/2021,16,VUOC
570,18S,8,5,2021,Sandy,AGM,WSPG,65.8625,108.0920701,08/05/2021,16,WSPG
580,19N,8,5,2013,Sandy,TGM,BOBU,233.20625,49.97814262,08/05/2013,6,BOBU
589,19N,8,5,2013,Sandy,TGM,C3PG,284.025,162.427462,08/05/2013,6,CSPG
605,19N,8,5,2013,Sandy,TGM,FORB,130.23125,137.5888915,08/05/2013,6,FRB3
593,19N,8,5,2013,Sandy,TGM,SD,144.16875,68.40964654,08/05/2013,6,SD
577,19N,8,5,2013,Sandy,TGM,SS,19.06875,25.09220808,08/05/2013,6,SSHB
579,19N,8,5,2013,Sandy,TGM,VUOC,0,0,08/05/2013,6,VUOC
586,19N,8,5,2013,Sandy,TGM,WSPG,74.475,57.85006482,08/05/2013,6,WSPG
592,19N,8,5,2014,Sandy,TGM,BOBU,446.5625,271.2071153,08/05/2014,6,BOBU
581,19N,8,5,2014,Sandy,TGM,C3PG,731.8125,421.5353705,08/05/2014,6,CSPG
622,19N,8,5,2014,Sandy,TGM,FORB,200.88125,239.0344496,08/05/2014,6,FRB3
610,19N,8,5,2014,Sandy,TGM,SD,131.925,61.49684613,08/05/2014,6,SD
584,19N,8,5,2014,Sandy,TGM,SS,72.2875,68.17037633,08/05/2014,6,SSHB
585,19N,8,5,2014,Sandy,TGM,VUOC,49.68125,41.65596383,08/05/2014,6,VUOC
626,19N,8,5,2014,Sandy,TGM,WSPG,108.78125,81.67274988,08/05/2014,6,WSPG
582,19N,8,5,2015,Sandy,TGM,BOBU,525.325,318.7068801,08/05/2015,6,BOBU
609,19N,8,5,2015,Sandy,TGM,C3PG,887.3125,502.3522181,08/05/2015,6,CSPG
611,19N,8,5,2015,Sandy,TGM,FORB,38.50625,27.51621018,08/05/2015,6,FRB3
612,19N,8,5,2015,Sandy,TGM,SD,105.15625,45.26471388,08/05/2015,6,SD
613,19N,8,5,2015,Sandy,TGM,SS,46.3875,92.775,08/05/2015,6,SSHB
614,19N,8,5,2015,Sandy,TGM,VUOC,43.69375,31.41182351,08/05/2015,6,VUOC
647,19N,8,5,2015,Sandy,TGM,WSPG,59.50625,47.00885278,08/05/2015,6,WSPG
583,19N,8,5,2016,Sandy,TGM,BOBU,102.65625,57.82192266,08/05/2016,6,BOBU
578,19N,8,5,2016,Sandy,TGM,C3PG,821.15625,347.8525444,08/05/2016,6,CSPG
600,19N,8,5,2016,Sandy,TGM,FORB,11.875,21.22975506,08/05/2016,6,FRB3
601,19N,8,5,2016,Sandy,TGM,SD,398,157.2132111,08/05/2016,6,SD
615,19N,8,5,2016,Sandy,TGM,SS,0,0,08/05/2016,6,SSHB
616,19N,8,5,2016,Sandy,TGM,VUOC,75.95,118.6213461,08/05/2016,6,VUOC
604,19N,8,5,2016,Sandy,TGM,WSPG,21.96875,27.45536814,08/05/2016,6,WSPG
587,19N,8,5,2017,Sandy,TGM,BOBU,140.14375,89.18381621,08/05/2017,6,BOBU
588,19N,8,5,2017,Sandy,TGM,C3PG,628.0375,159.3771647,08/05/2017,6,CSPG
603,19N,8,5,2017,Sandy,TGM,FORB,167.2,151.0128761,08/05/2017,6,FRB3
591,19N,8,5,2017,Sandy,TGM,SD,177.33125,83.10855946,08/05/2017,6,SD
632,19N,8,5,2017,Sandy,TGM,SS,22.8375,39.32241462,08/05/2017,6,SSHB
633,19N,8,5,2017,Sandy,TGM,VUOC,4.9375,9.444696484,08/05/2017,6,VUOC
634,19N,8,5,2017,Sandy,TGM,WSPG,29.9375,8.550255844,08/05/2017,6,WSPG
617,19N,8,5,2018,Sandy,TGM,BOBU,107.94375,63.95664018,08/05/2018,6,BOBU
618,19N,8,5,2018,Sandy,TGM,C3PG,989.20625,264.4970899,08/05/2018,6,CSPG
620,19N,8,5,2018,Sandy,TGM,FORB,16.71875,19.64131885,08/05/2018,6,FRB3
635,19N,8,5,2018,Sandy,TGM,SD,344.275,176.7262502,08/05/2018,6,SD
636,19N,8,5,2018,Sandy,TGM,SS,0,0,08/05/2018,6,SSHB
648,19N,8,5,2018,Sandy,TGM,VUOC,41.4375,29.06670848,08/05/2018,6,VUOC
643,19N,8,5,2018,Sandy,TGM,WSPG,8.50625,6.440120826,08/05/2018,6,WSPG
606,19N,8,5,2019,Sandy,TGM,BOBU,129.15,83.34428845,08/05/2019,6,BOBU
607,19N,8,5,2019,Sandy,TGM,C3PG,346.975,337.6246813,08/05/2019,6,CSPG
623,19N,8,5,2019,Sandy,TGM,FORB,1069.525,593.8092269,08/05/2019,6,FRB3
637,19N,8,5,2019,Sandy,TGM,SD,39.58125,28.69746196,08/05/2019,6,SD
638,19N,8,5,2019,Sandy,TGM,SS,0,0,08/05/2019,6,SSHB
644,19N,8,5,2019,Sandy,TGM,VUOC,66.84375,94.59016284,08/05/2019,6,VUOC
645,19N,8,5,2019,Sandy,TGM,WSPG,63.825,65.70895106,08/05/2019,6,WSPG
594,19N,8,5,2020,Sandy,TGM,BOBU,88.99375,132.9355473,08/05/2020,6,BOBU
595,19N,8,5,2020,Sandy,TGM,C3PG,290.6625,156.87166,08/05/2020,6,CSPG
598,19N,8,5,2020,Sandy,TGM,FORB,68.2875,59.16674354,08/05/2020,6,FRB3
639,19N,8,5,2020,Sandy,TGM,SD,134.90625,45.27380762,08/05/2020,6,SD
640,19N,8,5,2020,Sandy,TGM,SS,21.7875,43.575,08/05/2020,6,SSHB
641,19N,8,5,2020,Sandy,TGM,VUOC,0.15625,0.3125,08/05/2020,6,VUOC
642,19N,8,5,2020,Sandy,TGM,WSPG,64.975,92.68237202,08/05/2020,6,WSPG
624,19N,8,5,2021,Sandy,TGM,BOBU,165.05,140.0862547,08/05/2021,6,BOBU
625,19N,8,5,2021,Sandy,TGM,C3PG,949.2375,528.9817697,08/05/2021,6,CSPG
