Year,Block,Treatment,Pasture,Ecosite,C3PGObj,Plot,Transect,Distance,BOBU,WSPG,VUOC,C3PG,FORB,SS,C4PG,SD,Forage,HERB
2015,4,TGM,25SE,Loamy,MCLO,4,4,S,918.7,0,0,28,37.1,0,918.7,63,983.8,983.8
2015,5,AGM,31W,Loamy,MCLO,1,1,N,1118.4,0,2.7,0,249.7,0,1118.4,44.1,1370.8,1370.8
2015,5,AGM,31W,Loamy,MCLO,1,1,S,991.4,0,0.5,235.2,138.3,0,991.4,14.5,1365.4,1365.4
2015,5,AGM,31W,Loamy,MCLO,1,4,N,1036.6,0,165.2,22.6,1.1,0,1036.6,14.5,1225.5,1225.5
2015,5,AGM,31W,Loamy,MCLO,1,4,S,1248.6,0,134,0,121.1,0,1248.6,24.2,1503.7,1503.7
2015,5,AGM,31W,Loamy,MCLO,2,1,N,941.3,0,2.2,88.8,40.4,230.9,941.3,10.2,1072.6,1072.6
2015,5,AGM,31W,Loamy,MCLO,2,1,S,883.2,0,0,35.5,2.2,0,883.2,4.3,920.9,920.9
2015,5,AGM,31W,Loamy,MCLO,2,4,N,1259.4,0,0,2799.7,78.6,0,1259.4,27.4,4137.6,4137.6
2015,5,AGM,31W,Loamy,MCLO,2,4,S,772.3,0,118.9,969.3,140.5,0,772.3,171.1,2001,2001
2015,5,AGM,31W,Loamy,MCLO,3,1,N,1466.6,0,64,110.3,284.2,0,1466.6,433.2,1925.1,1925.1
2015,5,AGM,31W,Loamy,MCLO,3,1,S,2299.2,0,137.8,216.4,24.8,0,2299.2,446.7,2678.1,2678.1
2015,5,AGM,31W,Loamy,MCLO,3,4,N,1346.6,0,146.4,0,285.2,0,1346.6,214.7,1778.2,1778.2
2015,5,AGM,31W,Loamy,MCLO,3,4,S,1363.2,0,70.5,4.3,235.2,0,1363.2,99,1673.3,1673.3
2015,5,AGM,31W,Sandy,MCLO,4,1,N,172.2,28,10.8,1208.8,248.6,0,200.2,247.6,1696.4,1696.4
2015,5,AGM,31W,Sandy,MCLO,4,1,S,307.8,0,2.2,2404.1,145.3,0,307.8,695.9,2859.4,2859.4
2015,5,AGM,31W,Sandy,MCLO,4,4,N,278.8,0,0,920.9,693.7,0,278.8,30.7,1893.4,1893.4
2015,5,AGM,31W,Sandy,MCLO,4,4,S,653.4,0,19.9,609.2,23.7,0,653.4,200.7,1306.2,1306.2
2015,5,TGM,31E,Loamy,MCLO,1,1,N,1373.5,0,179.2,42.5,0,0,1373.5,25.8,1595.2,1595.2
2015,5,TGM,31E,Loamy,MCLO,1,1,S,1114.6,0,17.8,2.2,116.3,0,1114.6,34.4,1250.8,1250.8
2015,5,TGM,31E,Loamy,MCLO,1,4,N,808.4,129.7,0,719,286.3,0,938.1,123.2,2073.1,2073.1
2015,5,TGM,31E,Loamy,MCLO,1,4,S,701.8,0,0,11.8,36.1,1337.4,701.8,60.3,749.7,749.7
2015,5,TGM,31E,Loamy,MCLO,2,1,N,170.6,0,7.5,927.3,780.4,0,170.6,498.9,1885.8,1885.8
2015,5,TGM,31E,Loamy,MCLO,2,1,S,1393.4,79.1,2.7,58.7,290.1,0,1472.5,45.7,1903.1,1903.1
2015,5,TGM,31E,Loamy,MCLO,2,4,N,926.8,58.7,0,117.3,56.5,0,985.4,56.5,1217.9,1217.9
2015,5,TGM,31E,Loamy,MCLO,2,4,S,1063.5,0,0,4.3,6.5,0,1063.5,45.7,1074.2,1074.2
2015,5,TGM,31E,Loamy,MCLO,3,1,N,1884.2,0,0,114.1,831.5,0,1884.2,56,2829.8,2829.8
2015,5,TGM,31E,Loamy,MCLO,3,1,S,1124.3,66.7,0,18.8,150.7,0,1191,32.8,1427.3,1427.3
2015,5,TGM,31E,Loamy,MCLO,3,4,N,255.1,53.3,0,1010.7,58.1,0,308.4,103.3,1430.5,1430.5
2015,5,TGM,31E,Loamy,MCLO,3,4,S,769.6,46.3,3.2,428.9,0,0,815.9,84.5,1294.4,1294.4
2015,5,TGM,31E,Sandy,MCLO,4,1,N,460.2,0,0,711,1625.4,0,460.2,151.8,2796.5,2796.5
2015,5,TGM,31E,Sandy,MCLO,4,1,S,868.1,0,0.1,0,144.8,0,868.1,93.1,1013,1013
2015,5,TGM,31E,Sandy,MCLO,4,4,N,678.7,540.3,4.8,258.9,98.5,0,1219,56.5,2121.6,2121.6
2015,5,TGM,31E,Sandy,MCLO,4,4,S,1555.4,0,5.9,68.4,355.2,0,1555.4,114.1,1984.9,1984.9
2015,6,AGM,18S,Sandy,(blank),1,1,N,195.4,150.2,0,4.8,1059.2,0,345.5,8.6,1559.7,1559.7
2015,6,AGM,18S,Sandy,(blank),1,1,S,32.3,0,0,414.4,2101.1,0,32.3,1.6,2547.8,2547.8
2015,6,AGM,18S,Sandy,(blank),1,4,N,572.1,134,0,251.9,0,0,706.1,48.4,1092,1092
2015,6,AGM,18S,Sandy,(blank),1,4,S,36.6,228.7,0,1867,2.7,0,265.3,498.4,2363.8,2363.8
2015,6,AGM,18S,Sandy,(blank),2,1,N,306.8,0,172.2,365.4,16.1,1180.3,306.8,208.8,860.6,860.6
2015,6,AGM,18S,Sandy,(blank),2,1,S,0,63,27.4,1136.1,0,0,63,110.3,1289.5,1289.5
2015,6,AGM,18S,Sandy,(blank),2,4,N,215.3,0,0,561.9,0,0,215.3,10.2,777.2,777.2
2015,6,AGM,18S,Sandy,(blank),2,4,S,735.2,101.7,0,0,24.8,0,836.9,95.8,963.4,963.4
2015,6,AGM,18S,Sandy,(blank),3,1,N,259.4,0,0,576.9,33.4,0,259.4,25.3,869.7,869.7
2015,6,AGM,18S,Sandy,(blank),3,1,S,1031.2,0,0,118.9,1.1,0,1031.2,36.1,1151.2,1151.2
2015,6,AGM,18S,Sandy,(blank),3,4,N,0,0,0,876.2,163.6,0,0,79.7,1039.8,1039.8
2015,6,AGM,18S,Sandy,(blank),3,4,S,14.5,0,0,635.6,998.4,472,14.5,663.6,1648.5,1648.5
2015,6,AGM,18S,Sandy,(blank),4,1,N,187.8,0,0,1688.9,0,964.4,187.8,138.9,1876.7,1876.7
2015,6,AGM,18S,Sandy,(blank),4,1,S,330.5,0,0,918.2,0,0,330.5,40.4,1248.6,1248.6
2015,6,AGM,18S,Sandy,(blank),4,4,N,278.8,990.8,0,45.7,0,0,1269.6,60.3,2306.2,2306.2
2015,6,AGM,18S,Sandy,(blank),4,4,S,124.9,876.7,0,609.2,1198.6,0,1001.6,129.7,3686.1,3686.1
2015,6,TGM,19N,Sandy,(blank),1,1,N,173.3,106,0,1969.8,8.6,0,279.3,112.5,2363.8,2363.8
2015,6,TGM,19N,Sandy,(blank),1,1,S,123.8,19.9,0,1358.9,67.8,0,143.7,16.1,1590.4,1590.4
2015,6,TGM,19N,Sandy,(blank),1,4,N,71.6,59.2,261,817.5,0,0,130.8,96.9,1268.5,1268.5
2015,6,TGM,19N,Sandy,(blank),1,4,S,35.5,265.3,0,1812.1,0,0,300.9,108.2,2378.3,2378.3
2015,6,TGM,19N,Sandy,(blank),2,1,N,754,0,0,427.3,88.8,0,754,114.1,1270.1,1270.1
2015,6,TGM,19N,Sandy,(blank),2,1,S,808.4,0,0,0,30.1,0,808.4,40.4,838.5,838.5
2015,6,TGM,19N,Sandy,(blank),2,4,N,350.4,0,166.8,1695.9,0,0,350.4,504.3,2213.1,2213.1
2015,6,TGM,19N,Sandy,(blank),2,4,S,54.4,13.5,0,2316.9,0,0,67.8,24.8,2398.2,2398.2
2015,6,TGM,19N,Sandy,(blank),3,1,N,6.5,0,0,1348.2,0,742.2,6.5,173.8,1354.6,1354.6
2015,6,TGM,19N,Sandy,(blank),3,1,S,397.7,316.5,0,345.5,30.1,0,714.2,70,1406.3,1406.3
2015,6,TGM,19N,Sandy,(blank),3,4,N,1166.8,0,0,12.4,73.7,0,1166.8,22.6,1252.9,1252.9
2015,6,TGM,19N,Sandy,(blank),3,4,S,1058.1,0,0,4.3,0,0,1058.1,10.8,1062.4,1062.4
2015,6,TGM,19N,Sandy,(blank),4,1,N,250.3,53.3,0,855.7,101.7,0,303.5,178.7,1314.3,1314.3
2015,6,TGM,19N,Sandy,(blank),4,1,S,729.3,118.4,0.5,923,161.5,0,847.7,179.2,2051,2051
2015,6,TGM,19N,Sandy,(blank),4,4,N,1268.5,0,2.2,152.3,53.8,0,1268.5,11.3,1476.8,1476.8
2015,6,TGM,19N,Sandy,(blank),4,4,S,1156.6,0,268.6,157.2,0,0,1156.6,18.8,1582.3,1582.3
2015,7,AGM,7SE,Loamy,NonMCLO,1,1,N,673.8,3.8,0.5,111.4,47.4,0,677.6,144.8,840.7,840.7
2015,7,AGM,7SE,Loamy,NonMCLO,1,1,S,1273.9,0,11.3,34.4,12.9,0,1273.9,218,1332.6,1332.6
2015,7,AGM,7SE,Loamy,NonMCLO,1,4,N,655,0,0,204,36.6,0,655,114.1,895.6,895.6
2015,7,AGM,7SE,Loamy,NonMCLO,1,4,S,611.9,0,37.1,431.6,0,0,611.9,128.1,1080.7,1080.7
2015,7,AGM,7SE,Loamy,NonMCLO,2,1,N,482.2,370.3,0,76.4,0,0,852.5,163.1,1299.2,1299.2
2015,7,AGM,7SE,Loamy,NonMCLO,2,1,S,363.8,614.1,0.5,53.3,0,0,977.9,165.2,1645.8,1645.8
2015,7,AGM,7SE,Loamy,NonMCLO,2,4,N,342.8,0,46.3,80.2,31.2,0,342.8,145.3,500.5,500.5
2015,7,AGM,7SE,Loamy,NonMCLO,2,4,S,425.7,30.1,121.6,516.1,11.3,0,455.9,639.9,1135.1,1135.1
2015,7,AGM,7SE,Loamy,NonMCLO,3,1,N,335.3,106.6,0,430,0,0,441.9,180.8,978.4,978.4
2015,7,AGM,7SE,Loamy,NonMCLO,3,1,S,579.6,0,3.8,9.1,37.1,0,579.6,113,629.7,629.7
2015,7,AGM,7SE,Loamy,NonMCLO,3,4,N,244.9,36.6,39.8,1653.3,0,0,281.5,445.1,2011.2,2011.2
2015,7,AGM,7SE,Loamy,NonMCLO,3,4,S,424.6,47.4,3.2,2180.8,49.5,0,472,955.8,2752.9,2752.9
2015,7,AGM,7SE,Salt Flats,(blank),5,1,N,106.6,446.2,0,255.6,97.4,114.6,552.7,206.7,1351.9,1351.9
2015,7,AGM,7SE,Salt Flats,(blank),5,1,S,276.6,61.9,357.9,0,371.9,0,338.5,223.4,1130.2,1130.2
2015,7,AGM,7SE,Salt Flats,(blank),5,4,N,418.7,36.6,0,1143.7,167.9,0,455.3,169,1803.5,1803.5
2015,7,AGM,7SE,Salt Flats,(blank),5,4,S,134.5,103.3,0,1834.2,5.4,0,237.9,271.3,2180.8,2180.8
2015,7,AGM,7SE,Salt Flats,(blank),6,1,N,199.7,1053.8,2.7,0,0,0,1253.5,321.3,2309.9,2309.9
2015,7,AGM,7SE,Salt Flats,(blank),6,1,S,78,1020.4,0,1780.4,0,0,1098.5,983.3,3899.2,3899.2
2015,7,AGM,7SE,Salt Flats,(blank),6,4,N,51.1,119.5,52.7,824,0,0,170.6,228.2,1166.8,1166.8
2015,7,AGM,7SE,Salt Flats,(blank),6,4,S,138.3,601.2,59.2,595.8,24.8,0,739.5,469.8,2020.4,2020.4
2015,7,AGM,7SE,Sandy,(blank),4,1,S,551.1,0,201.8,357.4,0,0,551.1,230.9,1110.3,1110.3
2015,7,AGM,7SE,Sandy,(blank),4,4,N,19.4,88.3,3.2,731.4,883.2,0,107.6,440.2,1813.7,1813.7
2015,7,AGM,7SE,Sandy,(blank),4,4,S,54.4,947.2,0,0,15.1,0,1001.6,558.1,1963.9,1963.9
2015,7,TGM,7NW,Loamy,NonMCLO,1,4,N,590.9,0,0,272.3,0,0,590.9,0,863.3,863.3
2015,7,TGM,7NW,Loamy,NonMCLO,1,4,S,587.7,0,0,274.5,57,0,587.7,85.6,919.2,919.2
2015,7,TGM,7NW,Loamy,NonMCLO,2,1,S,560.8,375.7,1.1,290.1,0,0,936.5,311.1,1603.3,1603.3
2015,7,TGM,7NW,Loamy,NonMCLO,2,4,N,793.3,0,473.1,0,0,0,793.3,95.3,1266.4,1266.4
2015,7,TGM,7NW,Loamy,NonMCLO,2,4,S,196.4,498.4,406.3,0,3.8,0,694.8,60.8,1603.3,1603.3
2015,7,TGM,7NW,Loamy,NonMCLO,4,1,N,420.9,53.3,5.9,0,498.4,0,474.2,117.3,1031.7,1031.7
2015,7,TGM,7NW,Loamy,NonMCLO,4,1,S,502.1,150.2,70.5,0,211,0,652.3,85.6,1083.9,1083.9
2015,7,TGM,7NW,Loamy,NonMCLO,4,4,N,120,0,0.2,46.8,960.7,0,120,196.4,1127.7,1127.7
2015,7,TGM,7NW,Loamy,NonMCLO,4,4,S,190,0,3.2,14,881,0,190,121.6,1088.2,1088.2
2015,7,TGM,7NW,Salt Flats,(blank),5,1,N,130.2,0,1.6,493.5,43.6,522,130.2,45.7,669,669
2015,7,TGM,7NW,Salt Flats,(blank),5,1,S,0,0,0,2230.8,25.8,0,0,193.2,2256.7,2256.7
2015,7,TGM,7NW,Salt Flats,(blank),5,4,N,339.1,728.7,3.8,0,0,0,1067.8,134.5,1800.3,1800.3
2015,7,TGM,7NW,Salt Flats,(blank),5,4,S,726.6,0,0,1891.8,158.8,0,726.6,50.1,2777.1,2777.1
2015,7,TGM,7NW,Salt Flats,(blank),6,1,N,354.1,0,0,487.1,4.8,0,354.1,234.1,846,846
2015,7,TGM,7NW,Salt Flats,(blank),6,1,S,341.8,57.6,0,846,204,0,399.3,364.4,1506.9,1506.9
2015,7,TGM,7NW,Salt Flats,(blank),6,4,N,271.3,535.5,12.9,0,0,0,806.8,84,1355.2,1355.2
2015,7,TGM,7NW,Salt Flats,(blank),6,4,S,52.7,1309.4,0,0,0.3,0,1362.2,75.9,2671.9,2671.9
2015,7,TGM,7NW,Sandy,(blank),3,1,N,687.3,0,11.3,0,0,0,687.3,99,698.6,698.6
2015,7,TGM,7NW,Sandy,(blank),3,1,S,797.6,0,7.5,16.1,46.3,0,797.6,156.1,867.6,867.6
2015,7,TGM,7NW,Sandy,(blank),3,4,N,486.5,0,0,82.9,65.1,0,486.5,124.3,634.5,634.5
2015,7,TGM,7NW,Sandy,(blank),3,4,S,983.3,0,12.9,0,132.4,0,983.3,17.2,1128.6,1128.6
2015,8,AGM,8E,Loamy,NonMCLO,1,1,N,615.7,0,0,399.9,63,0,615.7,195.9,1078.5,1078.5
2015,8,AGM,8E,Loamy,NonMCLO,1,1,S,522,4.3,0,324,19.4,0,526.4,321.8,874,874
2015,8,AGM,8E,Loamy,NonMCLO,1,4,N,619.5,0,0,35,372.4,0,619.5,72.1,1026.9,1026.9
2015,8,AGM,8E,Loamy,NonMCLO,1,4,S,536,122.2,8.6,601.2,8.6,0,658.2,174.9,1398.8,1398.8
2015,8,AGM,8E,Loamy,NonMCLO,3,1,N,697,0,14.5,155,2.7,0,697,33.9,869.2,869.2
2015,8,AGM,8E,Loamy,NonMCLO,3,1,S,959.6,0,132.4,212.6,10.8,0,959.6,83.4,1315.4,1315.4
2015,8,AGM,8E,Loamy,NonMCLO,3,4,N,1062.9,0,0,0,78,0,1062.9,25.3,1141,1141
2015,8,AGM,8E,Loamy,NonMCLO,3,4,S,1386.4,0,0,0,0,0,1386.4,31.8,1386.4,1386.4
2015,8,AGM,8E,Sandy,(blank),2,1,N,62.4,95.3,0,1362.2,239,0,157.7,462.8,1854.1,1854.1
2015,8,AGM,8E,Sandy,(blank),2,1,S,166.3,0,0,363.8,504.3,0,166.3,26.9,1034.4,1034.4
2015,8,AGM,8E,Sandy,(blank),2,4,N,873.5,0,0,219,20.5,0,873.5,186.2,1113,1113
2015,8,AGM,8E,Sandy,(blank),2,4,S,486.5,0,0,28,57.6,0,486.5,19.9,572.1,572.1
2015,8,AGM,8E,Sandy,(blank),4,1,N,3.2,0,0,1051.6,117.3,0,3.2,188.4,1172.2,1172.2
2015,8,AGM,8E,Sandy,(blank),4,1,S,164.1,46.8,0,735.2,4.3,0,211,310,997.3,997.3
2015,8,AGM,8E,Sandy,(blank),4,4,N,820.2,0,0.5,0,2.2,0,820.2,94.7,822.9,822.9
2015,8,AGM,8E,Sandy,(blank),4,4,S,543.6,0,0,0,145.3,0,543.6,32.3,688.9,688.9
2015,8,TGM,5E,Loamy,NonMCLO,1,1,S,290.1,70,18.3,66.2,109.8,346.1,360.1,23.1,624.3,624.3
2015,8,TGM,5E,Loamy,NonMCLO,1,4,N,235.2,0,0,1903.6,229.3,0,235.2,536,2368.1,2368.1
2015,8,TGM,5E,Loamy,NonMCLO,1,4,S,180.3,77,0,258.3,302.5,0,257.3,76.4,895,895
2015,8,TGM,5E,Loamy,NonMCLO,3,1,N,960.1,0,0,208.8,29.6,0,960.1,70,1198.6,1198.6
2015,8,TGM,5E,Loamy,NonMCLO,3,1,S,377.8,0,0,2983.2,28,0,377.8,650.7,3389,3389
2015,8,TGM,5E,Loamy,NonMCLO,3,4,N,361.7,0,0,1722.8,79.7,0,361.7,403.1,2164.1,2164.1
2015,8,TGM,5E,Loamy,NonMCLO,3,4,S,1339.6,0,0,0,157.7,0,1339.6,44.7,1497.3,1497.3
2015,8,TGM,5E,Sandy,(blank),2,1,N,165.8,152.8,0,2024.7,187.8,0,318.6,586.1,2684,2684
2015,8,TGM,5E,Sandy,(blank),2,1,S,487.1,0,0,2460.1,21.5,0,487.1,298.2,2968.7,2968.7
2015,8,TGM,5E,Sandy,(blank),2,4,N,1396.1,0,0,0,119.5,0,1396.1,43.1,1515.6,1515.6
2015,8,TGM,5E,Sandy,(blank),2,4,S,982.7,0,0,448.3,12.4,0,982.7,36.6,1443.4,1443.4
2015,8,TGM,5E,Sandy,(blank),4,1,N,243.8,177.6,0,668.4,114.1,0,421.4,149.6,1381.5,1381.5
2015,8,TGM,5E,Sandy,(blank),4,1,S,403.6,92,0,377.8,4.8,0,495.7,14,970.4,970.4
2015,8,TGM,5E,Sandy,(blank),4,4,N,1556.5,0,0,203.4,26.4,0,1556.5,17.8,1786.3,1786.3
2015,8,TGM,5E,Sandy,(blank),4,4,S,522.6,0,0,235.7,7.5,0,522.6,6.5,765.9,765.9
2015,9,AGM,17S,Loamy,NonMCLO,1,1,N,290.1,249.7,121.1,0,79.1,0,539.8,0,989.7,989.7
2015,9,AGM,17S,Loamy,NonMCLO,1,1,S,609.2,142.1,38.2,47.4,119.5,0,751.3,0,1098.5,1098.5
2015,9,AGM,17S,Loamy,NonMCLO,1,4,N,841.2,0,87.7,0,15.6,0,841.2,0,944.5,944.5
2015,9,AGM,17S,Loamy,NonMCLO,1,4,S,312.7,13.5,0,526.4,2.7,0,326.1,0,868.6,868.6
2015,9,AGM,17S,Loamy,NonMCLO,2,4,N,331.5,221.2,15.6,739.5,79.7,0,552.7,0,1608.7,1608.7
2015,9,AGM,17S,Loamy,NonMCLO,2,4,S,717.4,31.8,79.7,181.4,26.9,0,749.2,0,1068.9,1068.9
2015,9,AGM,17S,Salt Flats,(blank),3,1,N,101.7,122.2,7.5,1398.8,0,0,223.9,740,1752.4,1752.4
2015,9,AGM,17S,Salt Flats,(blank),3,1,S,643.1,0,193.8,709.3,16.7,0,643.1,103.9,1562.9,1562.9
2015,9,AGM,17S,Salt Flats,(blank),3,4,N,334.8,341.2,43.1,264.3,170.6,0,676,61.9,1495.1,1495.1
2015,9,AGM,17S,Salt Flats,(blank),3,4,S,0,1074.2,0,1176,17.2,0,1074.2,172.2,3341.7,3341.7
2015,9,AGM,17S,Salt Flats,(blank),4,1,N,386.4,0,0,1345.5,68.4,606.5,386.4,331,1800.3,1800.3
2015,9,AGM,17S,Salt Flats,(blank),4,1,S,420.3,0,0,520.4,0,0,420.3,310.5,940.8,940.8
2015,9,AGM,17S,Salt Flats,(blank),4,4,N,72.1,537.7,0,686.2,214.2,0,609.8,391.8,2047.8,2047.8
2015,9,AGM,17S,Salt Flats,(blank),4,4,S,59.2,898.8,0,301.9,0,0,958,228.7,2158.7,2158.7
2015,9,AGM,17S,Sandy,(blank),5,1,N,1024.2,0,31.8,148,7,0,1024.2,11.3,1210.9,1210.9
2015,9,AGM,17S,Sandy,(blank),5,1,S,1658.2,0,9.1,159.3,43.6,0,1658.2,214.2,1870.2,1870.2
2015,9,AGM,17S,Sandy,(blank),5,4,N,882.6,79.1,23.1,0.2,126.5,0,961.8,0,1190.7,1190.7
2015,9,AGM,17S,Sandy,(blank),5,4,S,536.6,147.5,0,43.6,10.2,0,684,24.8,885.3,885.3
2015,9,AGM,17S,Sandy,(blank),6,1,N,0,0,0,1463.9,131.9,0,0,0,1595.8,1595.8
2015,9,AGM,17S,Sandy,(blank),6,1,S,0,0,0,2295.4,0,0,0,660.9,2295.4,2295.4
2015,9,AGM,17S,Sandy,(blank),6,4,N,111.9,0,0,2280.3,0,0,111.9,637.8,2392.3,2392.3
2015,9,AGM,17S,Sandy,(blank),6,4,S,0,0,0,2032.2,0,0,0,158.8,2032.2,2032.2
2015,9,TGM,17N,Loamy,NonMCLO,1,4,N,334.8,634.5,2.7,1176,85,881.6,969.3,2.7,2867.5,2867.5
2015,9,TGM,17N,Loamy,NonMCLO,2,1,N,576.9,0,10.2,488.7,3.2,0,576.9,2.7,1079.1,1079.1
2015,9,TGM,17N,Loamy,NonMCLO,2,1,S,568.9,0,13.5,259.4,195.4,0,568.9,12.4,1037.1,1037.1
2015,9,TGM,17N,Loamy,NonMCLO,2,4,N,547.3,0,28,163.6,225.5,0,547.3,1.6,964.4,964.4
2015,9,TGM,17N,Loamy,NonMCLO,2,4,S,254,0,39.3,237.9,3.2,0,254,0.5,534.4,534.4
2015,9,TGM,17N,Salt Flats,(blank),3,1,N,401.5,348.8,0,3158.7,6.5,0,750.2,433.2,4264.1,4264.1
2015,9,TGM,17N,Salt Flats,(blank),3,1,S,1698.5,230.3,0,1344.4,0,0,1928.9,650.1,3503.7,3503.7
2015,9,TGM,17N,Salt Flats,(blank),3,4,N,25.3,645.8,0,1722.8,55.4,0,671.1,717.4,3095.2,3095.2
2015,9,TGM,17N,Salt Flats,(blank),3,4,S,0,122.2,0,3604.8,36.1,0,122.2,1173.8,3885.2,3885.2
2015,9,TGM,17N,Salt Flats,(blank),4,1,N,15.1,2052.1,0,2315.9,175.5,0,2067.2,2297.6,6610.7,6610.7
2015,9,TGM,17N,Salt Flats,(blank),4,1,S,0,384.3,0,3486.4,391.8,0,384.3,1638.3,4646.8,4646.8
2015,9,TGM,17N,Salt Flats,(blank),4,4,N,1007.5,384.8,114.1,0,0,0,1392.3,354.7,1891.2,1891.2
2015,9,TGM,17N,Salt Flats,(blank),4,4,S,919.8,234.7,31.2,0,0,0,1154.4,247,1420.3,1420.3
2015,9,TGM,17N,Sandy,(blank),5,1,N,437.6,0,153.9,184.1,227.1,445.6,437.6,165.2,1002.7,1002.7
2015,9,TGM,17N,Sandy,(blank),5,1,S,451,0,80.7,1318,87.2,0,451,423.6,1937,1937
2015,9,TGM,17N,Sandy,(blank),5,4,N,872.4,0,0,227.1,0,0,872.4,108.2,1099.5,1099.5
2015,9,TGM,17N,Sandy,(blank),5,4,S,315.9,0,0,85,6.5,0,315.9,458,407.4,407.4
2015,9,TGM,17N,Sandy,(blank),6,1,N,729.8,0,345.5,198.1,4.8,871.3,729.8,96.9,1278.2,1278.2
2015,9,TGM,17N,Sandy,(blank),6,1,S,575.9,0,129.7,51.7,125.4,0,575.9,57.6,882.6,882.6
2015,9,TGM,17N,Sandy,(blank),6,4,N,595.2,207.7,0,852.5,271.8,0,803,328.3,2135,2135
2015,9,TGM,17N,Sandy,(blank),6,4,S,301.9,0,0,2173.8,275.6,0,301.9,169,2751.3,2751.3
2015,10,AGM,20NW,Salt Flats,(blank),5,1,N,423,290.6,0,240,57,0,713.6,144.8,1301.4,1301.4
2015,10,AGM,20NW,Salt Flats,(blank),5,1,S,1187.3,11.3,0,760.5,39.3,0,1198.6,590.4,2009.6,2009.6
2015,10,AGM,20NW,Salt Flats,(blank),5,4,N,170.1,1130.2,0,728.7,28,0,1300.3,932.7,3187.2,3187.2
2015,10,AGM,20NW,Salt Flats,(blank),5,4,S,0,983.8,0,1598.4,28,0,983.8,1627,3594.1,3594.1
2015,10,AGM,20NW,Salt Flats,(blank),6,1,N,158.8,469.3,1.6,1787.9,176,0,628.1,2054.3,3062.9,3062.9
2015,10,AGM,20NW,Salt Flats,(blank),6,1,S,333.7,405.8,7.5,408.5,6.5,0,739.5,660.4,1567.8,1567.8
2015,10,AGM,20NW,Salt Flats,(blank),6,4,N,15.1,1833.1,0,72.1,8.1,0,1848.2,1553.2,3761.5,3761.5
2015,10,AGM,20NW,Salt Flats,(blank),6,4,S,277.2,290.6,0,625.4,2.2,0,567.8,376.7,1486,1486
2015,10,AGM,20NW,Sandy,(blank),1,1,N,161.5,0,0,918.7,26.9,0,161.5,129.7,1107.1,1107.1
2015,10,AGM,20NW,Sandy,(blank),1,1,S,63,335.8,2.7,1348.2,981.7,0,398.8,809.4,3067.2,3067.2
2015,10,AGM,20NW,Sandy,(blank),1,4,N,642.6,0,0,942.4,177.1,0,642.6,125.4,1762.1,1762.1
2015,10,AGM,20NW,Sandy,(blank),1,4,S,0,55.4,0,884.8,0,0,55.4,373.5,995.7,995.7
2015,10,AGM,20NW,Sandy,(blank),2,1,N,0,212.6,0,1642.6,0,0,212.6,460.2,2067.7,2067.7
2015,10,AGM,20NW,Sandy,(blank),2,1,S,9.1,450.5,0,1703.9,19.4,0,459.6,564,2633.4,2633.4
2015,10,AGM,20NW,Sandy,(blank),2,4,N,0,448.9,0,673.3,50.6,0,448.9,462.8,1621.6,1621.6
2015,10,AGM,20NW,Sandy,(blank),2,4,S,0,137.2,0,1061.9,0,0,137.2,420.3,1336.3,1336.3
2015,10,AGM,20NW,Sandy,(blank),3,1,N,0,839,63,0,203.4,0,839,374.6,1944.5,1944.5
2015,10,AGM,20NW,Sandy,(blank),3,1,S,244.3,261.6,66.7,5.9,410.6,0,505.9,190.5,1250.8,1250.8
2015,10,AGM,20NW,Sandy,(blank),3,4,N,79.1,512.4,134.5,225.5,25.8,0,591.5,39.8,1489.7,1489.7
2015,10,AGM,20NW,Sandy,(blank),3,4,S,832.6,90.4,65.1,78.6,46.8,0,923,219,1203.9,1203.9
2015,10,AGM,20NW,Sandy,(blank),4,1,N,720.6,0,44.1,319.7,191.1,0,720.6,216.4,1275.5,1275.5
2015,10,AGM,20NW,Sandy,(blank),4,1,S,18.8,227.1,30.1,1523.6,43.1,0,246,489.2,2069.9,2069.9
2015,10,AGM,20NW,Sandy,(blank),4,4,N,918.2,0,16.1,0,256.7,0,918.2,93.6,1191,1191
2015,10,AGM,20NW,Sandy,(blank),4,4,S,0,823.4,392.9,0,848.2,0,823.4,321.8,2888,2888
2015,10,TGM,20SE,Salt Flats,(blank),6,1,N,522.6,144.2,46.3,905.2,0,0,666.8,673.8,1762.6,1762.6
2015,10,TGM,20SE,Salt Flats,(blank),6,1,S,200.7,1110.8,348.8,205.1,0,0,1311.6,543.6,2976.2,2976.2
2015,10,TGM,20SE,Salt Flats,(blank),6,4,N,255.1,908.5,2.7,974.7,9.1,0,1163.6,648,3058.6,3058.6
2015,10,TGM,20SE,Salt Flats,(blank),6,4,S,124.9,159.8,0.5,1196.4,0,0,284.7,49,1641.5,1641.5
2015,10,TGM,20SE,Salt Flats,(blank),5,1,N,547.9,225.5,0,159.3,129.7,0,773.4,250.3,1287.9,1287.9
2015,10,TGM,20SE,Salt Flats,(blank),5,1,S,545.7,53.3,47.4,75.9,36.6,0,599,24.2,812.1,812.1
2015,10,TGM,20SE,Salt Flats,(blank),5,4,N,969.8,3884.2,1.1,0,0,0,4854,96.3,8739.2,8739.2
2015,10,TGM,20SE,Salt Flats,(blank),5,4,S,420.3,803,0,1194.3,0,0,1223.3,596.9,3220.6,3220.6
