site,depth.cm,date,vwc.daily
15E,30,8/2/2019,7.20609037
15E,30,8/3/2019,7.309941284
15E,30,8/4/2019,7.38618922
15E,30,8/5/2019,7.378140391
15E,30,8/6/2019,7.335858942
15E,30,8/7/2019,7.326237751
15E,30,8/8/2019,7.264356955
15E,30,8/9/2019,7.221384482
15E,30,8/10/2019,7.218625409
15E,30,8/11/2019,7.079854971
15E,30,8/12/2019,7.024417066
15E,30,8/13/2019,7.046860962
15E,30,8/14/2019,7.062970442
15E,30,8/15/2019,7.020216367
15E,30,8/16/2019,6.972839967
15E,30,8/17/2019,6.874943529
15E,30,8/18/2019,6.770192725
15E,30,8/19/2019,6.818651896
15E,30,8/20/2019,6.885025563
15E,30,8/21/2019,6.824801031
15E,30,8/22/2019,6.827960233
15E,30,8/23/2019,6.773120691
15E,30,8/24/2019,6.724206067
15E,30,8/25/2019,6.736889241
15E,30,8/26/2019,6.737206558
15E,30,8/27/2019,6.684810596
15E,30,8/28/2019,6.643822843
15E,30,8/29/2019,6.650065901
15E,30,8/30/2019,6.593298524
15E,30,8/31/2019,6.568508544
15E,30,9/1/2019,6.542813324
15E,30,9/2/2019,6.520947436
15E,30,9/3/2019,6.54796884
15E,30,9/4/2019,6.556784968
15E,30,9/5/2019,6.542617776
15E,30,9/6/2019,6.459971361
15E,30,9/7/2019,6.315523271
15E,30,9/8/2019,6.215945625
15E,30,9/9/2019,6.137279034
15E,30,9/10/2019,6.193206609
15E,30,9/11/2019,6.165113118
15E,30,9/12/2019,6.012054557
15E,30,9/13/2019,5.967171022
15E,30,9/14/2019,6.029316596
15E,30,9/15/2019,6.091374706
15E,30,9/16/2019,6.185899507
15E,30,9/17/2019,6.210213895
15E,30,9/18/2019,6.171259688
15E,30,9/19/2019,6.149336144
15E,30,9/20/2019,6.195101793
15E,30,9/21/2019,6.183997189
15E,30,9/22/2019,6.054715613
15E,30,9/23/2019,5.994907628
15E,30,9/24/2019,6.018657805
15E,30,9/25/2019,6.041515222
15E,30,9/26/2019,6.020765689
15E,30,9/27/2019,6.012770481
15E,30,9/28/2019,5.843521844
15E,30,9/29/2019,5.746203492
15E,30,9/30/2019,5.788834837
15E,30,10/1/2019,5.726553687
15E,30,10/2/2019,5.509320063
15E,30,10/3/2019,5.392740552
15E,30,10/4/2019,5.38394198
15E,30,10/5/2019,5.427931417
15E,30,10/6/2019,5.414230625
15E,30,10/7/2019,5.36815282
15E,30,10/8/2019,5.366622489
15E,30,10/9/2019,5.357858614
15E,30,10/10/2019,5.225777874
15E,30,10/11/2019,4.955870115
15E,30,10/12/2019,4.907770961
15E,30,10/13/2019,4.976124613
15E,30,10/14/2019,5.061018889
15E,30,10/15/2019,5.116413405
15E,30,10/16/2019,5.11401449
15E,30,10/17/2019,5.167433257
15E,30,10/18/2019,5.186516043
15E,30,10/19/2019,5.102674378
15E,30,10/20/2019,5.083922123
15E,30,10/21/2019,4.970242086
15E,30,10/22/2019,4.945335568
15E,30,10/23/2019,4.993971612
15E,30,10/24/2019,4.905972543
15E,30,10/25/2019,4.859854604
15E,30,10/26/2019,4.906893401
15E,30,10/27/2019,4.881255715
15E,30,10/28/2019,4.726110704
15E,30,10/29/2019,4.625074442
15E,30,10/30/2019,4.527791221
15E,30,10/31/2019,4.459324861
15E,30,11/1/2019,4.466918056
15E,30,11/2/2019,4.44542306
15E,30,11/3/2019,4.488508964
15E,30,11/4/2019,4.575923688
15E,30,11/5/2019,4.565288617
15E,30,11/6/2019,4.581315883
15E,30,11/7/2019,4.561200046
15E,30,11/8/2019,4.550511354
15E,30,11/9/2019,4.617161629
15E,30,11/10/2019,4.664308631
15E,30,11/11/2019,4.610909518
15E,30,11/12/2019,4.45416466
15E,30,11/13/2019,4.50713127
15E,30,11/14/2019,4.580239372
15E,30,11/15/2019,4.573413459
15E,30,11/16/2019,4.621491842
15E,30,11/17/2019,4.57656607
15E,30,11/18/2019,4.634247719
15E,30,11/19/2019,4.671242908
15E,30,11/20/2019,4.674682936
15E,30,11/21/2019,4.606796388
15E,30,11/22/2019,4.52523632
15E,30,11/23/2019,4.485292967
15E,30,11/24/2019,4.499455693
15E,30,11/25/2019,4.540634244
15E,30,11/26/2019,4.493837809
15E,30,11/27/2019,4.451643153
15E,30,11/28/2019,4.422148727
15E,30,11/29/2019,4.408551704
15E,30,11/30/2019,4.39859247
15E,30,12/1/2019,4.385965049
15E,30,12/2/2019,4.36365115
15E,30,12/3/2019,4.354245459
15E,30,12/4/2019,4.351117379
15E,30,12/5/2019,4.340276584
15E,30,12/6/2019,4.322405954
15E,30,12/7/2019,4.308569693
15E,30,12/8/2019,4.702680551
15E,30,12/9/2019,7.219236558
15E,30,12/10/2019,8.195596564
15E,30,12/11/2019,8.50986273
15E,30,12/12/2019,8.630482056
15E,30,12/13/2019,8.688644771
15E,30,12/14/2019,8.73871027
15E,30,12/15/2019,8.776237376
15E,30,12/16/2019,8.790937653
15E,30,12/17/2019,8.735510092
15E,30,12/18/2019,7.897999717
15E,30,12/19/2019,6.745789298
15E,30,12/20/2019,6.31260644
15E,30,12/21/2019,6.370708056
15E,30,12/22/2019,6.974881912
15E,30,12/23/2019,7.969865306
15E,30,12/24/2019,8.316879125
15E,30,12/25/2019,8.363259978
15E,30,12/26/2019,8.386591479
15E,30,12/27/2019,8.402103675
15E,30,12/28/2019,8.412975558
15E,30,12/29/2019,8.423358648
15E,30,12/30/2019,8.430952394
15E,30,12/31/2019,7.589168368
15E,30,1/1/2020,6.357607326
15E,30,1/2/2020,6.552741893
15E,30,1/3/2020,6.468609799
15E,30,1/4/2020,6.346866428
15E,30,1/5/2020,6.680405333
15E,30,1/6/2020,6.764302033
15E,30,1/7/2020,6.613127552
15E,30,1/8/2020,6.926874865
15E,30,1/9/2020,7.309402628
15E,30,1/10/2020,7.499556849
15E,30,1/11/2020,5.963999264
15E,30,1/12/2020,5.63498645
15E,30,1/13/2020,5.54003434
15E,30,1/14/2020,5.498745083
15E,30,1/15/2020,5.802205692
15E,30,1/16/2020,5.725620723
15E,30,1/17/2020,5.6346768
15E,30,1/18/2020,5.720245289
15E,30,1/19/2020,5.638060094
15E,30,1/20/2020,5.678859976
15E,30,1/21/2020,5.924438668
15E,30,1/22/2020,6.354545395
15E,30,1/23/2020,6.791014915
15E,30,1/24/2020,7.135174851
15E,30,1/25/2020,7.562155599
15E,30,1/26/2020,7.768199727
15E,30,1/27/2020,7.834672081
15E,30,1/28/2020,7.889229576
15E,30,1/29/2020,7.909523464
15E,30,1/30/2020,7.904646755
15E,30,1/31/2020,7.891712421
15E,30,2/1/2020,7.919730788
15E,30,2/2/2020,8.058244735
15E,30,2/3/2020,8.112235288
15E,30,2/4/2020,7.965262589
15E,30,2/5/2020,7.916192312
15E,30,2/6/2020,7.88688704
15E,30,2/7/2020,7.862106286
15E,30,2/8/2020,7.852740334
15E,30,2/9/2020,7.856380568
15E,30,2/10/2020,7.850129128
15E,30,2/11/2020,7.814559094
15E,30,2/12/2020,7.764391485
15E,30,2/13/2020,7.737823904
15E,30,2/14/2020,7.721144291
15E,30,2/15/2020,7.720867676
15E,30,2/16/2020,7.738918014
15E,30,2/17/2020,7.741957798
15E,30,2/18/2020,7.741950465
15E,30,2/19/2020,7.735785005
15E,30,2/20/2020,7.689518744
15E,30,2/21/2020,7.319797053
15E,30,2/22/2020,7.308963
15E,30,2/23/2020,7.666701438
15E,30,2/24/2020,7.708362369
15E,30,2/25/2020,7.656960238
15E,30,2/26/2020,7.608518282
15E,30,2/27/2020,7.582874603
15E,30,2/28/2020,7.609640796
15E,30,2/29/2020,7.679175738
15E,30,3/1/2020,7.701836187
15E,30,3/2/2020,7.737867262
15E,30,3/3/2020,7.798497623
15E,30,3/4/2020,7.882739312
15E,30,3/5/2020,8.029944136
15E,30,3/6/2020,8.107571988
15E,30,3/7/2020,8.295918894
15E,30,3/8/2020,8.456317715
15E,30,3/9/2020,8.522279087
15E,30,3/10/2020,8.4327497
15E,30,3/11/2020,8.382601503
15E,30,3/12/2020,8.443397725
15E,30,3/13/2020,8.167963201
15E,30,3/14/2020,7.953965003
15E,30,3/15/2020,7.97319078
15E,30,3/16/2020,8.182745427
15E,30,3/17/2020,8.341944057
15E,30,3/18/2020,8.37334023
15E,30,3/19/2020,8.394214573
15E,30,3/20/2020,8.510132174
15E,30,3/21/2020,9.022550074
15E,30,3/22/2020,9.960110077
15E,30,3/23/2020,10.47356323
15E,30,3/24/2020,10.80018992
15E,30,3/25/2020,10.9278767
15E,30,3/26/2020,11.02135565
15E,30,3/27/2020,11.04995083
15E,30,3/28/2020,10.75408874
15E,30,3/29/2020,10.72296875
15E,30,3/30/2020,10.85118477
15E,30,3/31/2020,10.91825704
15E,30,4/1/2020,11.10487884
15E,30,4/2/2020,11.04149843
15E,30,4/3/2020,10.68047544
15E,30,4/4/2020,10.77209504
15E,30,4/5/2020,10.97365686
15E,30,4/6/2020,11.16053331
15E,30,4/7/2020,11.37218131
15E,30,4/8/2020,11.43588301
15E,30,4/9/2020,11.35104659
15E,30,4/10/2020,11.41997982
15E,30,4/11/2020,11.56981383
15E,30,4/12/2020,11.33758703
15E,30,4/13/2020,10.77571991
15E,30,4/14/2020,10.50516265
15E,30,4/15/2020,10.51675623
15E,30,4/16/2020,10.38627001
15E,30,4/17/2020,10.1216518
15E,30,4/18/2020,10.11358921
15E,30,4/19/2020,10.7019113
15E,30,4/20/2020,11.30860111
15E,30,4/21/2020,11.65577716
15E,30,4/22/2020,11.94896829
15E,30,4/23/2020,11.93324815
15E,30,4/24/2020,11.88268623
15E,30,4/25/2020,11.8219601
15E,30,4/26/2020,11.91644434
15E,30,4/27/2020,11.96882137
15E,30,4/28/2020,12.24021384
15E,30,4/29/2020,12.16238004
15E,30,4/30/2020,12.30168893
15E,30,5/1/2020,12.47192872
15E,30,5/2/2020,12.37746195
15E,30,5/3/2020,12.17012429
15E,30,5/4/2020,12.10047403
15E,30,5/5/2020,11.89834127
15E,30,5/6/2020,11.95385051
15E,30,5/7/2020,12.0132336
15E,30,5/8/2020,11.89589739
15E,30,5/9/2020,11.85014452
15E,30,5/10/2020,11.91156897
15E,30,5/11/2020,11.85641113
15E,30,5/12/2020,11.44923538
15E,30,5/13/2020,11.45913343
15E,30,5/14/2020,11.67120643
15E,30,5/15/2020,14.24761073
15E,30,5/16/2020,14.52046979
15E,30,5/17/2020,14.14540049
15E,30,5/18/2020,14.15950615
15E,30,5/19/2020,14.29201951
15E,30,5/20/2020,14.37211266
15E,30,5/21/2020,14.2219897
15E,30,5/22/2020,14.17987569
15E,30,5/23/2020,14.17741888
15E,30,5/24/2020,13.8738533
15E,30,5/25/2020,13.50795571
15E,30,5/26/2020,13.50662126
15E,30,5/27/2020,13.77605364
15E,30,5/28/2020,13.77670686
15E,30,5/29/2020,13.91048431
15E,30,5/30/2020,14.13348011
15E,30,5/31/2020,14.22166068
15E,30,6/1/2020,14.23523678
15E,30,6/2/2020,14.18587364
15E,30,6/3/2020,13.96687217
15E,30,6/4/2020,13.75395175
15E,30,6/5/2020,13.71536848
15E,30,6/6/2020,13.66330855
15E,30,6/7/2020,13.17983995
15E,30,6/8/2020,13.15976298
15E,30,6/9/2020,12.49012966
15E,30,6/10/2020,12.20899667
15E,30,6/11/2020,12.52679694
15E,30,6/12/2020,12.82309059
15E,30,6/13/2020,12.94798266
15E,30,6/14/2020,12.87326385
15E,30,6/15/2020,12.6252227
15E,30,6/16/2020,12.39663939
15E,30,6/17/2020,12.28199698
15E,30,6/18/2020,11.99215762
15E,30,6/19/2020,11.55865213
15E,30,6/20/2020,11.04835716
15E,30,6/21/2020,10.95697249
15E,30,6/22/2020,10.67158295
15E,30,6/23/2020,10.5395121
15E,30,6/24/2020,10.48195066
15E,30,6/25/2020,10.28611818
15E,30,6/26/2020,9.908681043
15E,30,6/27/2020,10.00856717
15E,30,6/28/2020,10.54746579
15E,30,6/29/2020,10.7915445
15E,30,6/30/2020,10.92306452
15E,30,7/1/2020,10.93283218
15E,30,7/2/2020,11.08126241
15E,30,7/3/2020,11.12957208
15E,30,7/4/2020,10.99127028
15E,30,7/5/2020,10.66149205
15E,30,7/6/2020,10.4765164
15E,30,7/7/2020,10.30661891
15E,30,7/8/2020,10.14876618
15E,30,7/9/2020,10.00891745
15E,30,7/10/2020,9.873123085
15E,30,7/11/2020,9.750447247
15E,30,7/12/2020,9.583648164
15E,30,7/13/2020,9.336293014
15E,30,7/14/2020,9.091414825
15E,30,7/15/2020,8.910777498
15E,30,7/16/2020,8.7818107
15E,30,7/17/2020,8.67451684
15E,30,7/18/2020,8.520269171
15E,30,7/19/2020,8.335513918
15E,30,7/20/2020,8.257973431
15E,30,7/21/2020,8.040041723
15E,30,7/22/2020,8.089636754
15E,30,7/23/2020,8.065052974
15E,30,7/24/2020,8.083049885
15E,30,7/25/2020,8.038442567
15E,30,7/26/2020,7.923361619
15E,30,7/27/2020,7.926306376
15E,30,7/28/2020,7.967645507
15E,30,7/29/2020,7.763941296
15E,30,7/30/2020,7.728547543
15E,30,7/31/2020,7.646777171
15E,30,8/1/2020,7.69478512
15E,30,8/2/2020,7.678991402
15E,30,8/3/2020,7.635010635
15E,30,8/4/2020,7.605802698
15E,30,8/5/2020,7.353325306
15E,30,8/6/2020,7.268425176
15E,30,8/7/2020,7.336248966
15E,30,8/8/2020,7.466925413
15E,30,8/9/2020,7.527440758
15E,30,8/10/2020,7.613756062
15E,30,8/11/2020,7.606322937
15E,30,8/12/2020,7.558556914
15E,30,8/13/2020,7.537041953
15E,30,8/14/2020,7.543680624
15E,30,8/15/2020,7.514377284
15E,30,8/16/2020,7.511184179
15E,30,8/17/2020,7.496110504
15E,30,8/18/2020,7.46543635
15E,30,8/19/2020,7.388544247
15E,30,8/20/2020,7.335141497
15E,30,8/21/2020,7.19455164
15E,30,8/22/2020,7.135272711
15E,30,8/23/2020,7.13746484
15E,30,8/24/2020,7.145433885
15E,30,8/25/2020,7.178968778
15E,30,8/26/2020,7.155414106
15E,30,8/27/2020,7.061047736
15E,30,8/28/2020,7.008284892
15E,30,8/29/2020,6.844209014
15E,30,8/30/2020,6.741595291
15E,30,8/31/2020,6.710176755
15E,30,9/1/2020,6.631248545
15E,30,9/2/2020,6.656634925
15E,30,9/3/2020,6.681263276
15E,30,9/4/2020,6.667627312
15E,30,9/5/2020,6.697618856
15E,30,9/6/2020,6.715792413
15E,30,9/7/2020,6.674966723
15E,30,9/8/2020,6.332629512
15E,30,9/9/2020,5.798360705
15E,30,9/10/2020,5.577353781
15E,30,9/11/2020,5.592822059
15E,30,9/12/2020,5.606108046
15E,30,9/13/2020,5.799991298
15E,30,9/14/2020,5.961634449
15E,30,9/15/2020,6.033717331
15E,30,9/16/2020,6.1027744
15E,30,9/17/2020,6.0720723
15E,30,9/18/2020,6.093963724
15E,30,9/19/2020,6.151754907
15E,30,9/20/2020,6.249264621
15E,30,9/21/2020,6.267560071
15E,30,9/22/2020,6.280419035
15E,30,9/23/2020,6.32464354
15E,30,9/24/2020,6.269757127
15E,30,9/25/2020,6.256002404
15E,30,9/26/2020,6.20423988
15E,30,9/27/2020,6.054493277
15E,30,9/28/2020,5.773270957
15E,30,9/29/2020,5.766359505
15E,30,9/30/2020,5.854345854
15E,30,10/1/2020,5.847399201
15E,30,10/2/2020,5.828174787
15E,30,10/3/2020,5.847282058
15E,30,10/4/2020,5.820586146
15E,30,10/5/2020,5.846398812
15E,30,10/6/2020,5.826893601
15E,30,10/7/2020,5.865041365
15E,30,10/8/2020,5.87566128
15E,30,10/9/2020,5.864607542
15E,30,10/10/2020,5.81890341
15E,30,10/11/2020,5.799708963
15E,30,10/12/2020,5.632056429
15E,30,10/13/2020,5.607228791
15E,30,10/14/2020,5.642208791
15E,30,10/15/2020,5.537795775
15E,30,10/16/2020,5.348467217
15E,30,10/17/2020,5.382129627
15E,30,10/18/2020,5.337337436
15E,30,10/19/2020,5.154571709
15E,30,10/20/2020,5.187412908
15E,30,10/21/2020,5.205448133
15E,30,10/22/2020,5.182166703
15E,30,10/23/2020,5.002185234
15E,30,10/24/2020,4.900605191
15E,30,10/25/2020,4.85886185
15E,30,10/26/2020,4.782040579
15E,30,10/27/2020,4.733627413
15E,30,10/28/2020,4.690998414
15E,30,10/29/2020,4.629361291
15E,30,10/30/2020,4.587200321
15E,30,10/31/2020,4.710243834
15E,30,11/1/2020,4.764012238
15E,30,11/2/2020,4.890574624
15E,30,11/3/2020,5.038535105
15E,30,11/4/2020,5.195606571
15E,30,11/5/2020,5.303707945
15E,30,11/6/2020,5.335234032
15E,30,11/7/2020,5.38667079
15E,30,11/8/2020,5.386284095
15E,30,11/9/2020,5.276101526
15E,30,11/10/2020,5.117515497
15E,30,11/11/2020,5.02264032
15E,30,11/12/2020,4.955587893
15E,30,11/13/2020,4.888441296
15E,30,11/14/2020,4.906983073
15E,30,11/15/2020,4.902393961
15E,30,11/16/2020,5.005643806
15E,30,11/17/2020,5.11043057
15E,30,11/18/2020,5.16338968
15E,30,11/19/2020,5.207639663
15E,30,11/20/2020,5.247074936
15E,30,11/21/2020,5.178918317
15E,30,11/22/2020,5.088280003
15E,30,11/23/2020,5.040228896
15E,30,11/24/2020,5.136771166
15E,30,11/25/2020,5.018042113
15E,30,11/26/2020,4.995676944
15E,30,11/27/2020,4.969392053
15E,30,11/28/2020,4.929880202
15E,30,11/29/2020,4.952896819
15E,30,11/30/2020,4.911806511
15E,30,12/1/2020,4.91461988
15E,30,12/2/2020,4.888353305
15E,30,12/3/2020,4.833769244
15E,30,12/4/2020,4.856524665
15E,30,12/5/2020,4.927117301
15E,30,12/6/2020,4.962850739
15E,30,12/7/2020,4.991896497
15E,30,12/8/2020,5.00941807
15E,30,12/9/2020,5.062269407
15E,30,12/10/2020,5.110597508
15E,30,12/11/2020,5.043782175
15E,30,12/12/2020,4.977324664
15E,30,12/13/2020,4.936981251
15E,30,12/14/2020,4.88947659
15E,30,12/15/2020,4.871391319
15E,30,12/16/2020,4.843345041
15E,30,12/17/2020,4.818741395
15E,30,12/18/2020,4.848829723
15E,30,12/19/2020,4.835838449
15E,30,12/20/2020,4.824068558
15E,30,12/21/2020,4.880987278
15E,30,12/22/2020,4.955064533
15E,30,12/23/2020,4.957821271
15E,30,12/24/2020,4.873179618
15E,30,12/25/2020,4.886018273
15E,30,12/26/2020,4.92276304
15E,30,12/27/2020,4.977738913
15E,30,12/28/2020,4.942757464
15E,30,12/29/2020,4.907530325
15E,30,12/30/2020,4.878633519
15E,30,12/31/2020,4.822326394
15E,30,1/1/2021,4.828206556
15E,30,1/2/2021,4.806641044
15E,30,1/3/2021,4.791368731
15E,30,1/4/2021,4.797065017
15E,30,1/5/2021,4.796840722
15E,30,1/6/2021,4.80810792
15E,30,1/7/2021,4.791825929
15E,30,1/8/2021,4.793267979
15E,30,1/9/2021,4.805128479
15E,30,1/10/2021,4.82805847
15E,30,1/11/2021,4.828728797
15E,30,1/12/2021,4.808045879
15E,30,1/13/2021,4.827103904
15E,30,1/14/2021,4.86534827
15E,30,1/15/2021,4.814634846
15E,30,1/16/2021,4.85052663
15E,30,1/17/2021,4.864226975
15E,30,1/18/2021,4.875674233
15E,30,1/19/2021,4.83724621
15E,30,1/20/2021,4.782149704
15E,30,1/21/2021,4.847044855
15E,30,1/22/2021,4.864542892
15E,30,1/23/2021,4.865899035
15E,30,1/24/2021,4.859964021
15E,30,1/25/2021,4.818231352
15E,30,1/26/2021,4.792558543
15E,30,1/27/2021,4.76049557
15E,30,1/28/2021,4.739687658
15E,30,1/29/2021,4.764698399
15E,30,1/30/2021,4.844023944
15E,30,1/31/2021,4.887301929
15E,30,2/1/2021,4.941469509
15E,30,2/2/2021,4.96653305
15E,30,2/3/2021,5.022856238
15E,30,2/4/2021,5.019969748
15E,30,2/5/2021,4.97772678
15E,30,2/6/2021,4.960843993
15E,30,2/7/2021,4.945745924
15E,30,2/8/2021,4.925720353
15E,30,2/9/2021,4.865798223
15E,30,2/10/2021,4.819613207
15E,30,2/11/2021,4.756000958
15E,30,2/12/2021,4.594702603
15E,30,2/13/2021,4.48354823
15E,30,2/14/2021,4.440246023
15E,30,2/15/2021,4.388014049
15E,30,2/16/2021,4.395727317
15E,30,2/17/2021,4.479548362
15E,30,2/18/2021,4.561013551
15E,30,2/19/2021,4.578066401
15E,30,2/20/2021,4.599287329
15E,30,2/21/2021,4.637506773
15E,30,2/22/2021,4.674994996
15E,30,2/23/2021,4.78381835
15E,30,2/24/2021,4.832871247
15E,30,2/25/2021,4.864822134
15E,30,2/26/2021,4.8720865
15E,30,2/27/2021,4.883567087
15E,30,2/28/2021,4.833492395
15E,30,3/1/2021,4.828323479
15E,30,3/2/2021,4.881963178
15E,30,3/3/2021,4.979093456
15E,30,3/4/2021,5.052313055
15E,30,3/5/2021,5.081472821
15E,30,3/6/2021,5.207625555
15E,30,3/7/2021,5.323782956
15E,30,3/8/2021,5.398902803
15E,30,3/9/2021,5.40391658
15E,30,3/10/2021,5.445186807
15E,30,3/11/2021,5.283030361
15E,30,3/12/2021,5.261539811
15E,30,3/13/2021,5.198652256
15E,30,3/14/2021,5.121598624
15E,30,3/15/2021,5.067660019
15E,30,3/16/2021,5.039524309
15E,30,3/17/2021,5.022311368
15E,30,3/18/2021,5.012193343
15E,30,3/19/2021,5.008875355
15E,30,3/20/2021,5.748585735
15E,30,3/21/2021,11.85012623
15E,30,3/22/2021,13.31366915
15E,30,3/23/2021,13.94547158
15E,30,3/24/2021,14.19668618
15E,30,3/25/2021,13.93267598
15E,30,3/26/2021,13.81757396
15E,30,3/27/2021,13.58787201
15E,30,3/28/2021,13.38318785
15E,30,3/29/2021,13.46995025
15E,30,3/30/2021,13.3435973
15E,30,3/31/2021,13.05667522
15E,30,4/1/2021,13.0931172
15E,30,4/2/2021,13.25233839
15E,30,4/3/2021,13.45064625
15E,30,4/4/2021,13.61554791
15E,30,4/5/2021,13.69857754
15E,30,4/6/2021,13.71035654
15E,30,4/7/2021,13.35672345
15E,30,4/8/2021,13.32623075
15E,30,4/9/2021,13.33880504
15E,30,4/10/2021,13.16627961
15E,30,4/11/2021,13.2612194
15E,30,4/12/2021,13.06008526
15E,30,4/13/2021,12.91005634
15E,30,4/14/2021,12.80021861
15E,30,4/15/2021,12.57679785
15E,30,4/16/2021,12.38288556
15E,30,4/17/2021,12.37368076
15E,30,4/18/2021,12.49761317
15E,30,4/19/2021,12.54745327
15E,30,4/20/2021,12.25472815
15E,30,4/21/2021,12.15992712
15E,30,4/22/2021,12.31165222
15E,30,4/23/2021,12.6297528
15E,30,4/24/2021,12.69133341
15E,30,4/25/2021,12.98023673
15E,30,4/26/2021,13.26866531
15E,30,4/27/2021,14.30784527
15E,30,4/28/2021,15.62127626
15E,30,4/29/2021,15.1327721
15E,30,4/30/2021,15.1237411
15E,30,5/1/2021,15.17183506
15E,30,5/2/2021,14.97115106
15E,30,5/3/2021,14.48979652
15E,30,5/4/2021,14.62048413
15E,30,5/5/2021,14.6002836
15E,30,5/6/2021,14.63058481
15E,30,5/7/2021,14.82767876
15E,30,5/8/2021,14.87296772
15E,30,5/9/2021,14.64226947
15E,30,5/10/2021,14.58719448
15E,30,5/11/2021,15.82334648
15E,30,5/12/2021,15.85151866
15E,30,5/13/2021,15.69752074
15E,30,5/14/2021,15.41060916
15E,30,5/15/2021,15.15128245
15E,30,5/16/2021,14.91499113
15E,30,5/17/2021,14.81130605
15E,30,5/18/2021,14.72099436
15E,30,5/19/2021,14.90506654
15E,30,5/20/2021,15.03105606
15E,30,5/21/2021,14.92942877
15E,30,5/22/2021,14.63177742
15E,30,5/23/2021,14.4419095
15E,30,5/24/2021,14.18186431
15E,30,5/25/2021,14.24551953
15E,30,5/26/2021,14.14510738
15E,30,5/27/2021,13.85441396
15E,30,5/28/2021,13.57019081
15E,30,5/29/2021,13.1266605
15E,30,5/30/2021,12.64134588
15E,30,5/31/2021,12.28373233
15E,30,6/1/2021,12.2140887
15E,30,6/2/2021,12.13991581
15E,30,6/3/2021,12.19000147
15E,30,6/4/2021,11.85342824
15E,30,6/5/2021,11.16889218
15E,30,6/6/2021,10.46232595
15E,30,6/7/2021,9.995109089
15E,30,6/8/2021,9.814826155
15E,30,6/9/2021,9.797190546
15E,30,6/10/2021,9.648482362
15E,30,6/11/2021,9.277519836
15E,30,6/12/2021,8.940583851
15E,30,6/13/2021,8.810032765
15E,30,6/14/2021,8.670178391
15E,30,6/15/2021,8.530775447
15E,30,6/16/2021,8.368957264
15E,30,6/17/2021,8.1496543
15E,30,6/18/2021,8.024515615
15E,30,6/19/2021,7.906829078
15E,30,6/20/2021,7.699005234
15E,30,6/21/2021,7.620279972
15E,30,6/22/2021,7.586458949
15E,30,6/23/2021,7.664287378
15E,30,6/24/2021,7.709821176
15E,30,6/25/2021,7.547469559
15E,30,6/26/2021,7.375016712
15E,30,6/27/2021,7.337768579
15E,30,6/28/2021,7.288064203
15E,30,6/29/2021,7.240105002
15E,30,6/30/2021,7.357339561
15E,30,7/1/2021,7.356788227
15E,30,7/2/2021,7.81266764
15E,30,7/3/2021,8.372073658
15E,30,7/4/2021,8.603493044
15E,30,7/5/2021,8.792657362
15E,30,7/6/2021,9.038663871
15E,30,7/7/2021,9.138654232
15E,30,7/8/2021,8.811623822
15E,30,7/9/2021,9.364484691
15E,30,7/10/2021,9.384484414
15E,30,7/11/2021,9.317021417
15E,30,7/12/2021,8.963614526
15E,30,7/13/2021,9.130596225
15E,30,7/14/2021,9.112810743
15E,30,7/15/2021,8.776572966
15E,30,7/16/2021,NA
15E,30,7/17/2021,NA
15E,30,7/18/2021,NA
15E,30,7/19/2021,NA
15E,30,7/20/2021,7.748121703
15E,30,7/21/2021,8.454370178
15E,30,7/22/2021,8.385502505
15E,30,7/23/2021,8.266368323
15E,30,7/24/2021,8.080169174
15E,30,7/25/2021,8.044290491
15E,30,7/26/2021,8.047502924
15E,30,7/27/2021,8.004787367
15E,30,7/28/2021,8.072432108
15E,30,7/29/2021,8.06072449
15E,30,7/30/2021,7.901276901
15E,30,7/31/2021,7.732413372
15E,30,8/1/2021,7.523543094
15E,30,8/2/2021,7.522365198
15E,30,8/3/2021,7.545000022
15E,30,8/4/2021,7.469314749
15E,30,8/5/2021,7.485167583
15E,30,8/6/2021,7.503796286
15E,30,8/7/2021,7.356566664
15E,30,8/8/2021,7.242428435
15E,30,8/9/2021,7.352006749
15E,30,8/10/2021,7.396786399
15E,30,8/11/2021,7.419387871
15E,30,8/12/2021,7.4432879
15E,30,8/13/2021,7.438167977
15E,30,8/14/2021,7.428816085
15E,30,8/15/2021,7.436169901
15E,30,8/16/2021,7.359128319
15E,30,8/17/2021,7.387726984
15E,30,8/18/2021,7.393079453
15E,30,8/19/2021,7.404624608
15E,30,8/20/2021,7.09423551
15E,30,8/21/2021,6.930578521
15E,30,8/22/2021,6.977199535
15E,30,8/23/2021,7.07138085
15E,30,8/24/2021,7.17343534
15E,30,8/25/2021,7.286309986
15E,30,8/26/2021,7.273792462
15E,30,8/27/2021,7.071740738
15E,30,8/28/2021,7.073034578
15E,30,8/29/2021,7.10806966
15E,30,8/30/2021,7.089229182
15E,30,8/31/2021,7.137422807
15E,30,9/1/2021,7.190186355
15E,30,9/2/2021,7.182632473
15E,30,9/3/2021,7.204704305
15E,30,9/4/2021,7.038828346
15E,30,9/5/2021,6.959977836
15E,30,9/6/2021,6.979657725
15E,30,9/7/2021,7.027905226
15E,30,9/8/2021,7.030892838
15E,30,9/9/2021,7.038164914
15E,30,9/10/2021,7.067975151
15E,30,9/11/2021,7.144350926
15E,30,9/12/2021,7.11030139
15E,30,9/13/2021,6.965060784
15E,30,9/14/2021,6.903674083
15E,30,9/15/2021,6.848252079
15E,30,9/16/2021,6.87464592
